id_customer,is_male,age,age_segment,total_buy,month_buy_rate,average_basket_size
c_5622,False,53,51 +,338,2,1
c_5745,False,48,31 - 50,720,4,2
c_2062,False,45,31 - 50,376,2,2
c_2029,True,46,31 - 50,512,3,2
c_4074,True,55,51 +,452,2,1
c_8130,False,45,31 - 50,379,2,3
c_4488,False,52,51 +,649,3,1
c_6024,True,57,51 +,739,4,1
c_8014,False,57,51 +,173,1,2
c_8282,False,46,31 - 50,1299,8,2
c_8343,False,33,31 - 50,1309,8,2
c_6413,False,44,31 - 50,602,4,2
c_4132,True,50,31 - 50,329,2,2
c_4300,False,36,31 - 50,1325,9,2
c_2151,True,22,18 - 30,588,1,1
c_3811,True,36,31 - 50,521,3,2
c_5560,True,36,31 - 50,790,5,2
c_4880,False,34,31 - 50,831,5,2
c_4900,False,48,31 - 50,1484,9,2
c_2613,True,47,31 - 50,1112,7,2
c_2220,True,32,31 - 50,1933,11,2
c_1972,True,19,18 - 30,860,2,2
c_1118,True,46,31 - 50,1739,11,2
c_5519,False,28,18 - 30,633,1,1
c_5205,False,51,51 +,1038,5,1
c_2724,False,44,31 - 50,560,3,2
c_3598,False,31,31 - 50,511,3,2
c_7092,False,37,31 - 50,1530,10,2
c_2279,False,64,51 +,659,3,1
c_3509,True,22,18 - 30,476,2,2
c_7702,False,33,31 - 50,607,4,3
c_3219,True,49,31 - 50,1548,9,2
c_1850,False,39,31 - 50,1041,6,2
c_8028,False,52,51 +,392,2,2
c_8048,True,39,31 - 50,1693,10,2
c_4709,False,57,51 +,381,2,2
c_3604,True,48,31 - 50,998,6,2
c_5033,False,52,51 +,735,4,1
c_5572,False,61,51 +,549,3,2
c_8269,False,53,51 +,124,0,2
c_2583,True,60,51 +,788,4,1
c_6873,True,40,31 - 50,1234,7,2
c_8547,False,45,31 - 50,642,4,2
c_6340,True,37,31 - 50,834,5,2
c_8097,False,54,51 +,325,2,2
c_8465,True,52,51 +,853,4,1
c_7929,False,38,31 - 50,510,3,3
c_365,False,35,31 - 50,1213,7,2
c_2638,False,51,51 +,657,3,1
c_81,True,47,31 - 50,1181,7,2
c_2443,False,21,18 - 30,600,2,2
c_6139,True,21,18 - 30,480,1,2
c_7147,True,39,31 - 50,1135,7,2
c_4019,True,31,31 - 50,180,1,2
c_3085,False,42,31 - 50,1163,7,2
c_1081,True,58,51 +,735,4,1
c_5347,True,47,31 - 50,426,3,2
c_2602,False,42,31 - 50,508,3,2
c_3117,False,50,31 - 50,508,3,2
c_880,True,31,31 - 50,2167,13,2
c_5537,True,45,31 - 50,606,3,2
c_3022,False,38,31 - 50,1426,8,2
c_7099,False,51,51 +,166,1,1
c_3710,False,39,31 - 50,333,2,2
c_6014,False,49,31 - 50,1186,7,2
c_2917,True,34,31 - 50,1739,10,2
c_2588,True,33,31 - 50,409,3,2
c_4922,True,44,31 - 50,1199,7,2
c_5088,False,52,51 +,866,4,1
c_2409,False,44,31 - 50,496,3,2
c_4770,True,52,51 +,813,4,1
c_1684,False,30,18 - 30,413,1,1
c_2978,False,45,31 - 50,1289,8,2
c_5603,False,48,31 - 50,1438,9,2
c_1994,True,32,31 - 50,993,6,2
c_6779,True,27,18 - 30,155,0,1
c_5822,True,50,31 - 50,1269,8,2
c_268,False,36,31 - 50,514,3,3
c_3891,False,55,51 +,1396,7,1
c_7901,True,52,51 +,795,4,1
c_4096,True,60,51 +,442,2,1
c_5225,True,19,18 - 30,640,2,2
c_3444,False,43,31 - 50,811,5,2
c_2098,False,58,51 +,727,4,1
c_5275,True,58,51 +,283,1,1
c_7642,False,54,51 +,626,3,1
c_1767,False,39,31 - 50,1986,12,2
c_8184,False,46,31 - 50,988,6,2
c_605,True,31,31 - 50,1946,12,2
c_6780,True,51,51 +,434,2,1
c_7205,True,51,51 +,404,2,1
c_6874,False,34,31 - 50,530,3,3
c_1667,True,46,31 - 50,367,2,3
c_1939,False,47,31 - 50,1443,9,2
c_7217,False,46,31 - 50,1091,6,2
c_2369,False,23,18 - 30,153,0,1
c_2710,True,37,31 - 50,665,4,2
c_8033,False,56,51 +,358,2,2
c_5593,False,57,51 +,178,1,3
c_2991,True,35,31 - 50,1535,9,2
c_3409,True,23,18 - 30,874,2,1
c_5037,False,48,31 - 50,1311,8,2
c_7295,False,36,31 - 50,1234,8,2
c_4987,True,63,51 +,675,4,1
c_2415,True,27,18 - 30,101,1,2
c_6680,True,43,31 - 50,1228,7,3
c_3555,False,42,31 - 50,398,2,2
c_8105,True,35,31 - 50,600,3,2
c_4107,True,22,18 - 30,547,2,2
c_4462,False,56,51 +,234,1,1
c_6406,True,34,31 - 50,343,2,2
c_4195,False,42,31 - 50,724,4,2
c_6417,True,41,31 - 50,826,5,2
c_5674,True,34,31 - 50,2003,12,2
c_6982,True,23,18 - 30,612,1,2
c_6785,False,60,51 +,552,3,1
c_7425,False,54,51 +,353,2,1
c_7144,False,38,31 - 50,1232,8,2
c_1122,True,62,51 +,937,5,1
c_7421,True,44,31 - 50,2320,14,2
c_2704,True,53,51 +,885,5,1
c_3354,False,34,31 - 50,269,2,2
c_7813,False,44,31 - 50,1683,10,2
c_1905,True,55,51 +,675,3,1
c_3901,False,36,31 - 50,871,5,2
c_697,False,62,51 +,431,2,1
c_4266,True,53,51 +,473,3,1
c_419,True,39,31 - 50,520,3,2
c_3554,False,59,51 +,952,5,1
c_3749,True,36,31 - 50,1576,10,2
c_1086,True,41,31 - 50,201,2,2
c_5310,True,38,31 - 50,774,5,2
c_7468,True,25,18 - 30,341,1,2
c_4290,True,52,51 +,1209,6,2
c_2744,False,27,18 - 30,540,2,2
c_4888,False,64,51 +,216,1,2
c_3704,True,44,31 - 50,669,4,2
c_6798,True,38,31 - 50,1381,8,2
c_1479,True,32,31 - 50,1049,6,2
c_1440,False,26,18 - 30,530,1,1
c_7324,False,35,31 - 50,395,2,2
c_7133,True,43,31 - 50,289,2,2
c_6108,True,40,31 - 50,909,5,2
c_4367,True,32,31 - 50,783,5,2
c_5098,True,57,51 +,552,3,1
c_8124,False,41,31 - 50,759,5,2
c_8082,True,44,31 - 50,555,3,2
c_7003,False,35,31 - 50,1190,7,2
c_6452,False,61,51 +,905,5,1
c_4677,False,39,31 - 50,1757,11,2
c_2207,False,52,51 +,272,1,1
c_6359,True,40,31 - 50,1252,7,2
c_2834,True,37,31 - 50,1706,10,2
c_396,True,45,31 - 50,757,5,2
c_867,True,42,31 - 50,1366,8,2
c_801,False,24,18 - 30,754,2,1
c_7019,False,34,31 - 50,879,5,2
c_4329,False,32,31 - 50,1449,9,2
c_2087,True,36,31 - 50,1305,8,2
c_2330,True,43,31 - 50,1096,6,2
c_7279,True,36,31 - 50,1261,7,2
c_610,True,33,31 - 50,488,2,3
c_8060,False,43,31 - 50,380,2,3
c_4047,True,34,31 - 50,284,2,2
c_6268,True,31,31 - 50,1046,7,2
c_527,False,34,31 - 50,1666,10,2
c_5590,True,38,31 - 50,825,5,3
c_3962,True,40,31 - 50,776,5,2
c_5643,False,54,51 +,1031,5,1
c_2427,True,32,31 - 50,867,5,2
c_6300,True,57,51 +,522,3,1
c_3570,False,54,51 +,499,3,1
c_8147,True,32,31 - 50,818,5,2
c_8541,True,51,51 +,828,4,1
c_4295,True,35,31 - 50,518,3,2
c_7354,False,41,31 - 50,463,2,2
c_7734,True,26,18 - 30,173,0,1
c_288,True,42,31 - 50,645,4,2
c_7454,False,27,18 - 30,652,2,2
c_2434,False,34,31 - 50,611,4,2
c_4626,True,31,31 - 50,600,4,2
c_2897,False,33,31 - 50,1113,6,2
c_4921,False,51,51 +,97,0,1
c_2394,False,46,31 - 50,1056,6,2
c_5834,False,63,51 +,967,5,1
c_6655,True,46,31 - 50,746,5,2
c_1596,False,28,18 - 30,527,2,2
c_7122,False,44,31 - 50,620,4,2
c_5672,False,53,51 +,792,4,1
c_7049,False,35,31 - 50,899,6,2
c_6030,True,56,51 +,559,3,1
c_8100,False,64,51 +,235,1,1
c_1499,True,34,31 - 50,803,5,2
c_2305,False,43,31 - 50,1260,8,2
c_8451,True,31,31 - 50,1601,10,2
c_2573,True,48,31 - 50,497,3,2
c_1319,True,34,31 - 50,1009,6,2
c_6607,False,52,51 +,668,4,2
c_8453,True,39,31 - 50,363,2,2
c_474,True,32,31 - 50,976,6,2
c_203,False,57,51 +,614,3,1
c_7494,False,27,18 - 30,606,1,2
c_4048,True,43,31 - 50,541,3,3
c_825,False,45,31 - 50,977,5,2
c_7525,False,55,51 +,380,2,1
c_3035,True,58,51 +,964,5,2
c_3961,False,58,51 +,527,2,2
c_5654,True,56,51 +,744,4,1
c_641,True,62,51 +,564,3,2
c_3357,True,50,31 - 50,1406,8,2
c_5989,True,51,51 +,921,5,1
c_6310,True,24,18 - 30,348,1,2
c_6390,False,54,51 +,354,2,2
c_7898,False,26,18 - 30,370,1,2
c_7683,False,49,31 - 50,1931,12,2
c_1110,False,38,31 - 50,1720,11,2
c_4804,True,31,31 - 50,1855,12,2
c_8363,False,26,18 - 30,378,1,1
c_1646,False,40,31 - 50,380,2,2
c_864,False,28,18 - 30,1048,3,2
c_5935,False,44,31 - 50,1803,10,2
c_1586,False,63,51 +,126,1,1
c_7958,False,60,51 +,1074,5,1
c_3384,False,49,31 - 50,1583,10,2
c_6017,False,33,31 - 50,366,2,2
c_369,True,63,51 +,503,2,1
c_5340,False,36,31 - 50,646,4,2
c_7500,True,35,31 - 50,497,3,2
c_4343,False,35,31 - 50,592,4,2
c_1747,False,34,31 - 50,1015,6,2
c_6061,False,37,31 - 50,602,3,2
c_6813,False,43,31 - 50,1251,8,2
c_8325,False,39,31 - 50,1360,8,2
c_8518,False,58,51 +,753,4,1
c_7134,False,41,31 - 50,529,3,2
c_3130,True,45,31 - 50,444,3,3
c_8621,True,34,31 - 50,1755,11,2
c_7799,True,37,31 - 50,1789,11,2
c_1911,False,53,51 +,113,1,1
c_3191,False,38,31 - 50,438,3,2
c_1004,True,49,31 - 50,474,3,2
c_4420,False,39,31 - 50,743,5,2
c_5709,False,30,18 - 30,873,2,1
c_1345,True,49,31 - 50,861,6,2
c_316,False,56,51 +,550,3,1
c_5555,False,52,51 +,49,0,1
c_5095,False,43,31 - 50,1213,7,2
c_2571,True,62,51 +,742,4,1
c_2574,True,45,31 - 50,705,4,2
c_5428,True,42,31 - 50,410,2,1
c_6829,True,40,31 - 50,208,1,3
c_7418,True,35,31 - 50,1133,6,2
c_6851,True,36,31 - 50,716,4,2
c_5395,False,27,18 - 30,562,2,2
c_4685,False,60,51 +,637,3,1
c_7508,True,33,31 - 50,1078,6,2
c_5827,False,43,31 - 50,665,4,2
c_1326,False,64,51 +,1149,5,1
c_7592,True,54,51 +,431,2,2
c_225,False,22,18 - 30,666,2,1
c_3416,True,41,31 - 50,886,5,3
c_8510,True,31,31 - 50,2181,13,2
c_8545,True,25,18 - 30,393,1,2
c_6077,False,30,18 - 30,373,1,1
c_7507,True,41,31 - 50,1406,9,2
c_4454,False,49,31 - 50,1305,8,2
c_2270,False,45,31 - 50,775,5,2
c_1168,True,33,31 - 50,851,5,2
c_3072,False,32,31 - 50,1485,9,2
c_4027,True,37,31 - 50,1112,7,2
c_4891,False,42,31 - 50,155,1,2
c_2733,True,30,18 - 30,1098,2,1
c_5719,True,39,31 - 50,1573,9,2
c_4118,True,62,51 +,816,4,1
c_2326,False,46,31 - 50,352,2,2
c_5357,True,32,31 - 50,1644,10,2
c_4274,False,22,18 - 30,916,2,2
c_644,True,44,31 - 50,1017,6,2
c_2418,False,35,31 - 50,867,5,2
c_7890,False,23,18 - 30,460,1,1
c_5726,False,44,31 - 50,436,3,2
c_8201,False,63,51 +,1492,7,1
c_4653,True,29,18 - 30,1047,3,2
c_4695,False,34,31 - 50,475,3,2
c_7947,True,26,18 - 30,494,1,1
c_688,True,28,18 - 30,494,1,1
c_5940,False,44,31 - 50,1726,11,2
c_4432,False,42,31 - 50,1149,7,2
c_2199,False,24,18 - 30,1173,2,2
c_2158,True,29,18 - 30,1074,2,2
c_7522,False,36,31 - 50,636,4,3
c_384,True,45,31 - 50,1410,9,2
c_6924,False,37,31 - 50,925,5,2
c_8057,True,56,51 +,559,3,1
c_1014,True,33,31 - 50,1206,7,2
c_4457,False,42,31 - 50,650,4,2
c_4162,False,40,31 - 50,438,2,2
c_4023,False,44,31 - 50,2004,13,2
c_5972,False,48,31 - 50,426,2,3
c_54,False,36,31 - 50,514,3,2
c_4711,False,40,31 - 50,1257,7,2
c_6555,True,28,18 - 30,660,2,2
c_3803,True,39,31 - 50,1144,7,2
c_6330,False,35,31 - 50,486,2,2
c_1250,False,43,31 - 50,1130,7,2
c_3498,True,32,31 - 50,1581,10,2
c_1645,False,55,51 +,388,2,2
c_3528,True,53,51 +,383,2,2
c_632,True,40,31 - 50,1972,12,2
c_8352,True,44,31 - 50,265,2,2
