id_prod,date,session_id,client_id,price,categ,sex,birth
0_1469,2022-01-25 01:43:16.928862,s_154783,c_1609,14.99,c_0,True,42
0_1469,2022-02-14 04:14:12.816283,s_164851,c_1609,14.99,c_0,True,42
0_1469,2021-07-24 17:06:29.389467,s_66615,c_1609,14.99,c_0,True,42
0_1453,2021-08-03 00:06:33.919316,s_70588,c_1609,7.99,c_0,True,42
0_1453,2021-10-22 15:06:37.837167,s_108539,c_1609,7.99,c_0,True,42
0_1453,2021-04-23 04:19:48.397536,s_24430,c_1609,7.99,c_0,True,42
0_1453,2021-10-16 01:03:55.023801,s_105377,c_1609,7.99,c_0,True,42
0_1453,2021-08-31 09:18:46.710011,s_83076,c_1609,7.99,c_0,True,42
0_1453,2021-06-14 17:40:19.451252,s_48659,c_1609,7.99,c_0,True,42
0_1453,2021-08-16 22:00:34.568506,s_76692,c_1609,7.99,c_0,True,42
0_1453,2021-03-04 09:06:36.866412,s_1541,c_1609,7.99,c_0,True,42
0_1453,2021-10-24 03:24:59.249376,s_109268,c_1609,7.99,c_0,True,42
0_1453,2021-03-24 18:48:39.614737,s_10921,c_1609,7.99,c_0,True,42
0_1453,2022-02-04 01:06:11.537030,s_159624,c_1609,7.99,c_0,True,42
0_1453,2021-11-15 01:03:39.338867,s_119777,c_1609,7.99,c_0,True,42
0_1453,2021-05-26 00:22:00.990559,s_39546,c_1609,7.99,c_0,True,42
0_1453,2021-07-03 00:31:51.153534,s_57082,c_1609,7.99,c_0,True,42
0_1453,2022-02-12 12:43:39.479046,s_164002,c_1609,7.99,c_0,True,42
0_1453,2022-02-11 01:25:31.411956,s_163221,c_1609,7.99,c_0,True,42
0_1453,2021-12-11 18:15:39.403510,s_132901,c_1609,7.99,c_0,True,42
0_1453,2021-11-16 07:59:49.935770,s_120396,c_1609,7.99,c_0,True,42
0_1453,2021-08-03 12:30:27.170157,s_70849,c_1609,7.99,c_0,True,42
0_1453,2021-04-13 09:39:28.797174,s_19951,c_1609,7.99,c_0,True,42
0_1453,2021-06-05 18:43:21.240196,s_44516,c_1609,7.99,c_0,True,42
0_1453,2021-11-18 22:37:21.750611,s_121697,c_1609,7.99,c_0,True,42
0_1453,2021-07-21 05:40:16.787115,s_65128,c_1609,7.99,c_0,True,42
0_1453,2021-05-04 00:43:20.618742,s_29550,c_1609,7.99,c_0,True,42
0_1453,2021-12-03 09:15:03.618292,s_128722,c_1609,7.99,c_0,True,42
0_1453,2021-09-26 07:39:48.221744,s_95720,c_1609,7.99,c_0,True,42
0_1453,2021-09-10 23:14:46.413549,s_87997,c_1609,7.99,c_0,True,42
0_1453,2021-11-12 23:01:12.569675,s_118727,c_1609,7.99,c_0,True,42
0_1453,2022-01-07 23:06:45.465099,s_146545,c_1609,7.99,c_0,True,42
0_1453,2021-04-30 03:40:23.311850,s_27770,c_1609,7.99,c_0,True,42
0_1453,2021-12-27 22:45:49.997943,s_141031,c_1609,7.99,c_0,True,42
0_1453,2021-07-10 18:12:22.138840,s_60525,c_1609,7.99,c_0,True,42
0_1453,2021-10-17 11:14:44.931615,s_106095,c_1609,7.99,c_0,True,42
0_1613,2021-04-11 00:16:50.604413,s_18841,c_1609,8.99,c_0,True,42
0_1613,2021-10-15 11:12:33.236771,s_105102,c_1609,8.99,c_0,True,42
0_1613,2021-10-06 20:28:51.972263,s_101013,c_1609,8.99,c_0,True,42
0_1613,2021-09-30 06:34:06.902247,s_97793,c_1609,8.99,c_0,True,42
0_1613,2021-10-10 21:29:34.133326,s_102943,c_1609,8.99,c_0,True,42
0_1613,2021-05-28 06:56:34.444824,s_40597,c_1609,8.99,c_0,True,42
0_1613,2021-12-17 23:28:25.992316,s_135966,c_1609,8.99,c_0,True,42
0_1613,2021-12-28 11:35:40.206066,s_141293,c_1609,8.99,c_0,True,42
0_1613,2021-06-02 13:17:50.731802,s_43065,c_1609,8.99,c_0,True,42
0_1613,2021-05-03 13:28:26.075510,s_29337,c_1609,8.99,c_0,True,42
0_1613,2021-08-17 11:57:57.241546,s_76939,c_1609,8.99,c_0,True,42
0_1613,2021-11-26 18:21:43.749710,s_125450,c_1609,8.99,c_0,True,42
0_1368,2021-08-18 22:29:25.371140,s_77603,c_1609,5.13,c_0,True,42
0_1368,2021-05-27 20:02:56.724408,s_40381,c_1609,5.13,c_0,True,42
0_1368,2021-03-17 07:17:39.314984,s_7473,c_1609,5.13,c_0,True,42
0_1368,2021-08-07 08:11:49.463694,s_72468,c_1609,5.13,c_0,True,42
0_1368,2022-01-23 05:54:42.789662,s_153885,c_1609,5.13,c_0,True,42
0_1368,2021-03-24 03:55:15.581279,s_10652,c_1609,5.13,c_0,True,42
0_1368,2021-12-23 10:46:29.128692,s_138723,c_1609,5.13,c_0,True,42
0_1368,2022-01-02 03:38:59.937258,s_143682,c_1609,5.13,c_0,True,42
0_1368,2021-11-04 17:18:19.017264,s_114734,c_1609,5.13,c_0,True,42
0_1368,2021-10-07 09:15:14.152291,s_101241,c_1609,5.13,c_0,True,42
0_1368,2021-11-17 23:53:50.043345,s_121210,c_1609,5.13,c_0,True,42
0_1368,2021-09-07 19:26:20.885673,s_86471,c_1609,5.13,c_0,True,42
0_1368,2021-10-16 09:05:46.594448,s_105545,c_1609,5.13,c_0,True,42
0_1368,2021-10-06 20:34:14.139304,s_101013,c_1609,5.13,c_0,True,42
0_1368,2021-09-27 06:16:43.164709,s_96210,c_1609,5.13,c_0,True,42
0_1368,2021-09-20 05:20:34.213087,s_92605,c_1609,5.13,c_0,True,42
0_1368,2021-04-21 03:40:15.468866,s_23481,c_1609,5.13,c_0,True,42
0_1368,2021-06-06 13:14:42.447102,s_44878,c_1609,5.13,c_0,True,42
0_1368,2021-09-14 23:09:22.892441,s_90000,c_1609,5.13,c_0,True,42
0_1368,2021-08-07 16:54:50.095910,s_72630,c_1609,5.13,c_0,True,42
0_1368,2021-10-04 15:43:22.722139,s_99925,c_1609,5.13,c_0,True,42
0_1368,2021-11-06 23:33:22.933435,s_115815,c_1609,5.13,c_0,True,42
0_1368,2021-10-01 02:04:45.573463,s_98218,c_1609,5.13,c_0,True,42
0_1368,2021-12-23 20:24:05.826052,s_138921,c_1609,5.13,c_0,True,42
0_1442,2021-03-14 13:37:22.068776,s_6234,c_1609,4.89,c_0,True,42
0_1442,2021-05-02 13:03:14.335467,s_28874,c_1609,4.89,c_0,True,42
0_1442,2022-01-13 19:04:02.495879,s_149338,c_1609,4.89,c_0,True,42
0_1442,2021-04-24 02:29:59.333637,s_24863,c_1609,4.89,c_0,True,42
0_1442,2021-10-05 16:06:43.851278,s_100446,c_1609,4.89,c_0,True,42
0_1442,2021-09-23 15:10:02.956128,s_94293,c_1609,4.89,c_0,True,42
0_1442,2021-03-12 05:13:33.412695,s_5154,c_1609,4.89,c_0,True,42
0_1442,2021-10-18 20:17:44.622858,s_106764,c_1609,4.89,c_0,True,42
0_1442,2021-12-16 04:05:13.101886,s_135072,c_1609,4.89,c_0,True,42
0_1442,2022-02-12 01:46:10.250299,s_163769,c_1609,4.89,c_0,True,42
0_1442,2021-06-18 23:21:28.065307,s_50541,c_1609,4.89,c_0,True,42
0_1442,2021-09-25 16:58:38.788204,s_95394,c_1609,4.89,c_0,True,42
0_1442,2021-08-30 00:49:28.466620,s_82462,c_1609,4.89,c_0,True,42
0_1442,2021-09-08 04:43:27.791104,s_86669,c_1609,4.89,c_0,True,42
0_1442,2021-06-11 16:03:44.088217,s_47243,c_1609,4.89,c_0,True,42
0_1442,2021-08-15 11:39:53.669415,s_76049,c_1609,4.89,c_0,True,42
0_1442,2021-03-30 07:27:28.676370,s_13414,c_1609,4.89,c_0,True,42
0_1442,2021-04-01 07:14:34.193525,s_14359,c_1609,4.89,c_0,True,42
0_1442,2021-05-28 14:51:54.643870,s_40757,c_1609,4.89,c_0,True,42
0_1442,2021-05-21 11:02:47.316170,s_37497,c_1609,4.89,c_0,True,42
0_1442,2021-12-31 01:57:10.617391,s_142626,c_1609,4.89,c_0,True,42
0_1442,2022-01-05 08:22:41.189576,s_145252,c_1609,4.89,c_0,True,42
0_1442,2021-04-12 04:50:01.989543,s_19405,c_1609,4.89,c_0,True,42
0_1442,2021-09-25 15:28:43.970991,s_95361,c_1609,4.89,c_0,True,42
0_1442,2021-06-01 14:49:38.668782,s_42609,c_1609,4.89,c_0,True,42
0_1442,2021-10-20 16:41:26.974079,s_107628,c_1609,4.89,c_0,True,42
0_1442,2021-07-20 08:27:24.325957,s_64751,c_1609,4.89,c_0,True,42
0_1442,2021-04-13 11:03:35.811053,s_19983,c_1609,4.89,c_0,True,42
0_1442,2021-09-15 03:38:09.748264,s_90091,c_1609,4.89,c_0,True,42
0_1442,2021-05-26 04:22:10.303621,s_39624,c_1609,4.89,c_0,True,42
0_1442,2021-10-28 14:27:34.304547,s_111354,c_1609,4.89,c_0,True,42
0_1442,2021-10-20 08:47:45.327930,s_107483,c_1609,4.89,c_0,True,42
0_1442,2021-04-20 03:48:31.450805,s_23027,c_1609,4.89,c_0,True,42
0_1442,2021-03-10 01:49:53.166504,s_4172,c_1609,4.89,c_0,True,42
0_1442,2021-09-16 02:21:34.940573,s_90567,c_1609,4.89,c_0,True,42
0_1442,2021-09-30 16:25:29.109286,s_97993,c_1609,4.89,c_0,True,42
0_1207,2022-02-09 15:44:33.660482,s_162487,c_1609,16.99,c_0,True,42
0_1207,2021-07-08 21:54:53.738997,s_59711,c_1609,16.99,c_0,True,42
0_1207,2021-12-25 14:05:52.130813,s_139829,c_1609,16.99,c_0,True,42
0_1207,2021-12-10 03:39:41.432950,s_132093,c_1609,16.99,c_0,True,42
0_1207,2021-07-15 08:27:25.545622,s_62556,c_1609,16.99,c_0,True,42
0_1207,2021-04-01 15:26:25.066230,s_14518,c_1609,16.99,c_0,True,42
0_1207,2021-06-08 20:43:45.830594,s_45957,c_1609,16.99,c_0,True,42
0_1207,2021-10-09 20:45:20.609082,s_102426,c_1609,16.99,c_0,True,42
0_1207,2021-07-27 15:57:43.696781,s_67863,c_1609,16.99,c_0,True,42
1_281,2021-12-01 01:18:04.655872,s_127578,c_1609,23.99,c_1,True,42
1_281,2021-04-11 03:09:15.878079,s_18907,c_1609,23.99,c_1,True,42
1_281,2021-04-26 09:39:31.486202,s_25987,c_1609,23.99,c_1,True,42
1_281,2021-04-23 23:56:23.065031,s_24805,c_1609,23.99,c_1,True,42
1_281,2021-06-15 22:29:48.563768,s_49187,c_1609,23.99,c_1,True,42
1_281,2021-12-13 20:27:06.683011,s_133896,c_1609,23.99,c_1,True,42
1_281,2021-05-24 18:51:18.357373,s_38992,c_1609,23.99,c_1,True,42
1_281,2021-09-16 02:48:42.746717,s_90567,c_1609,23.99,c_1,True,42
1_281,2021-09-23 03:54:24.897289,s_94065,c_1609,23.99,c_1,True,42
1_281,2022-01-30 11:42:37.595889,s_157400,c_1609,23.99,c_1,True,42
1_281,2021-12-27 11:54:48.909676,s_140799,c_1609,23.99,c_1,True,42
1_281,2021-08-07 07:17:45.704012,s_72468,c_1609,23.99,c_1,True,42
1_281,2021-09-04 09:53:13.376381,s_84902,c_1609,23.99,c_1,True,42
1_281,2021-08-04 19:08:25.730203,s_71384,c_1609,23.99,c_1,True,42
1_281,2021-08-16 13:29:44.049735,s_76542,c_1609,23.99,c_1,True,42
1_281,2021-11-18 08:19:47.122105,s_121383,c_1609,23.99,c_1,True,42
1_281,2021-07-06 00:24:35.920192,s_58421,c_1609,23.99,c_1,True,42
1_281,2021-09-11 05:47:01.652151,s_88161,c_1609,23.99,c_1,True,42
1_281,2021-06-10 10:02:59.746452,s_46657,c_1609,23.99,c_1,True,42
1_281,2021-12-04 15:18:34.467956,s_129345,c_1609,23.99,c_1,True,42
1_285,2021-06-14 22:21:32.169593,s_48746,c_1609,14.99,c_1,True,42
1_285,2022-01-16 02:28:55.159489,s_150449,c_1609,14.99,c_1,True,42
1_285,2021-05-26 19:15:42.612191,s_39910,c_1609,14.99,c_1,True,42
1_285,2021-09-15 12:11:05.181751,s_90284,c_1609,14.99,c_1,True,42
1_285,2021-09-15 03:59:02.977644,s_90098,c_1609,14.99,c_1,True,42
1_285,2021-03-08 03:21:15.972013,s_3288,c_1609,14.99,c_1,True,42
1_285,2021-10-28 16:32:51.915000,s_111396,c_1609,14.99,c_1,True,42
1_285,2021-06-07 13:27:16.479031,s_45349,c_1609,14.99,c_1,True,42
1_285,2021-12-23 21:59:19.407712,s_138968,c_1609,14.99,c_1,True,42
1_285,2021-06-10 09:18:28.817979,s_46657,c_1609,14.99,c_1,True,42
1_285,2021-11-17 23:41:21.434350,s_121210,c_1609,14.99,c_1,True,42
1_285,2021-09-23 00:12:55.429165,s_93988,c_1609,14.99,c_1,True,42
1_285,2021-08-07 02:20:50.715888,s_72379,c_1609,14.99,c_1,True,42
1_285,2021-06-07 14:29:11.581701,s_45371,c_1609,14.99,c_1,True,42
1_285,2021-06-29 00:08:21.065470,s_55265,c_1609,14.99,c_1,True,42
0_1452,2021-03-07 07:20:06.223131,s_2924,c_1609,13.77,c_0,True,42
0_1452,2021-05-10 03:43:55.733589,s_32404,c_1609,13.77,c_0,True,42
0_1452,2021-10-20 09:22:09.128805,s_107487,c_1609,13.77,c_0,True,42
0_1452,2021-12-18 05:37:50.688350,s_136098,c_1609,13.77,c_0,True,42
0_1452,2022-01-12 13:27:05.478187,s_148757,c_1609,13.77,c_0,True,42
0_1452,2022-02-12 00:49:21.973346,s_163731,c_1609,13.77,c_0,True,42
0_1452,2021-07-28 11:43:23.804571,s_68216,c_1609,13.77,c_0,True,42
0_1452,2021-06-26 13:59:57.729038,s_54102,c_1609,13.77,c_0,True,42
0_1452,2021-09-10 01:34:43.061820,s_87541,c_1609,13.77,c_0,True,42
0_1452,2021-08-08 12:58:27.396860,s_72991,c_1609,13.77,c_0,True,42
0_1452,2021-04-01 13:35:10.049184,s_14481,c_1609,13.77,c_0,True,42
0_1452,2021-06-26 13:58:17.385575,s_54102,c_1609,13.77,c_0,True,42
0_1452,2021-12-19 02:34:44.461226,s_136529,c_1609,13.77,c_0,True,42
0_1452,2021-05-09 20:54:37.948882,s_32276,c_1609,13.77,c_0,True,42
0_1452,2021-10-10 05:05:22.377416,s_102603,c_1609,13.77,c_0,True,42
